Idx	Frequency	Coverage (%)	Phrase
14763	12	20.29	расширении
14764	12	20.29	нальчик
14765	12	20.29	ливийский
14766	12	20.29	сделках
14767	12	20.30	землями
14768	12	20.30	интерпола
14769	12	20.30	отделении
14770	12	20.30	москве откроется
14771	12	20.30	переводе
14772	12	20.30	утрам
14773	12	20.30	погранслужбы
14774	12	20.30	бунт
14775	12	20.30	цистерны
14776	12	20.30	басаргин:
14777	12	20.30	зависит от
14778	12	20.30	стройработ
14779	12	20.30	день выборов
14780	12	20.30	чехию
14781	12	20.30	дешевеющей нефти
14782	12	20.30	ученика
14783	12	20.30	к сотрудничеству
14784	12	20.30	правительство рф
14785	12	20.30	научного
14786	12	20.30	с ес
14787	12	20.30	нулю
14788	12	20.31	мадуро:
14789	12	20.31	могут попасть
14790	12	20.31	монтаж
14791	12	20.31	человек задержаны
14792	12	20.31	пустит
14793	12	20.31	берлинале
14794	12	20.31	усилится
14795	12	20.31	стрельба произошла
14796	12	20.31	3,7%
14797	12	20.31	думские
14798	12	20.31	важным
14799	12	20.31	закрылись незначительным ростом
14800	12	20.31	проводится проверка
14801	12	20.31	5,2%
14802	12	20.31	байкера
14803	12	20.31	собрание
14804	12	20.31	противодействие
14805	12	20.31	покупают
14806	12	20.31	домогательствах
14807	12	20.32	восточный
14808	12	20.32	число жертв столкновений
14809	12	20.32	школьница пропала
14810	12	20.32	фигуранта "болотного дела"
14811	12	20.32	"золотой маски"
14812	12	20.32	съемках
14813	12	20.32	уик
14814	12	20.32	устранение
14815	12	20.32	в днр
14816	12	20.32	повысился
14817	12	20.32	чм-2015
14818	12	20.32	гид:
14819	12	20.32	финансов
14820	12	20.32	повестку
14821	12	20.32	экстремизму
14822	12	20.32	бактерии
14823	12	20.32	наполовину
14824	12	20.32	млн руб направят
14825	12	20.32	загорелось
14826	12	20.33	потомки
14827	12	20.33	арктическая
14828	12	20.33	никуда
14829	12	20.33	кинешме
14830	12	20.33	малайзийского
14831	12	20.33	родителям
14832	12	20.33	"интеко"
14833	12	20.33	москва"
14834	12	20.33	плохую
14835	12	20.33	футбольное поле
14836	12	20.33	должен быть
14837	12	20.33	выполнение
14838	12	20.33	коннектикуте
14839	12	20.33	женщина погибла
14840	12	20.33	дипломаты россии
14841	12	20.33	старости
14842	12	20.33	финансированию
14843	12	20.33	мобильников
14844	12	20.33	уверяет,
14845	12	20.33	коллапс
14846	12	20.33	на пути
14847	12	20.34	характеристики самолета
14848	12	20.34	"дакар"
14849	12	20.34	иранский
14850	12	20.34	37%
14851	12	20.34	cnn
14852	12	20.34	пономарев:
14853	12	20.34	вручит
14854	12	20.34	лаборатория
14855	12	20.34	мадрида
14856	12	20.34	допускает
14857	12	20.34	думают,
14858	12	20.34	экс-полицейских
14859	12	20.34	палермо
14860	12	20.34	тема
14861	12	20.34	рф к
14862	12	20.34	четверка
14863	12	20.34	тыс зрителей
14864	12	20.34	героин
14865	12	20.34	4 пострадали
14866	12	20.34	обеспечили
14867	12	20.34	постепенно
14868	12	20.34	переселение
14869	12	20.35	в британии
14870	12	20.35	считают политологи
14871	12	20.35	хабаровские
14872	12	20.35	двое погибли,
14873	12	20.35	отмечен
14874	12	20.35	главы минобороны
14875	12	20.35	третьяк
14876	12	20.35	подтверждены
14877	12	20.35	авиасалоне
14878	12	20.35	химикатами
14879	12	20.35	"шахтером"
14880	12	20.35	дорожного
14881	12	20.35	тысячи человек
14882	12	20.35	пунктах
14883	12	20.35	красноярске,
14884	12	20.35	на переговоры
14885	12	20.35	1 мая
14886	12	20.35	выбрало главные события
14887	12	20.35	о рейтинге
14888	12	20.35	браках
14889	12	20.35	стипендии
14890	12	20.36	утверждают
14891	12	20.36	хк "спартак"
14892	12	20.36	бьет рекорды
14893	12	20.36	тибилов:
14894	12	20.36	еиб
14895	12	20.36	немцами
14896	12	20.36	помилование
14897	12	20.36	краматорска
14898	12	20.36	урал
14899	12	20.36	роддом
14900	12	20.36	злоупотребления
14901	12	20.36	донецке,
14902	12	20.36	покинула
14903	12	20.36	ознакомление
14904	12	20.36	расизме
14905	12	20.36	ивс
14906	12	20.36	греками
14907	12	20.36	комитет гд
14908	12	20.36	ближайшие месяцы
14909	12	20.36	очередная
14910	12	20.36	волгоградского
14911	12	20.36	мариинки-2
14912	12	20.36	зала
14913	12	20.37	финале теннисного
14914	12	20.37	учет
14915	12	20.37	небольшой снег
14916	12	20.37	среда
14917	12	20.37	зила
14918	12	20.37	сильном ветре
14919	12	20.37	всего мира
14920	12	20.37	интерес
14921	12	20.37	находившиеся
14922	12	20.37	определен состав
14923	12	20.37	календарь
14924	12	20.37	госзакупки
14925	12	20.37	курс доллара
14926	12	20.37	федерер
14927	12	20.37	госкорпорации
14928	12	20.37	лыжам
14929	12	20.37	президентов
14930	12	20.37	бадминтону
14931	12	20.37	ждет москвичей
14932	12	20.37	запретом
14933	12	20.38	столиц
14934	12	20.38	прыгунья
14935	12	20.38	премьер днр
14936	12	20.38	хоккеистами
14937	12	20.38	согласовать
14938	12	20.38	пить
14939	12	20.38	искусстве
14940	12	20.38	поступил
14941	12	20.38	получила премию
14942	12	20.38	азии закрылись ростом
14943	12	20.38	против главы
14944	12	20.38	полномочиях
14945	12	20.38	тихонов
14946	12	20.38	обвиняемая
14947	12	20.38	плюсовая
14948	12	20.38	ожидают томичей
14949	12	20.38	пророке
14950	12	20.38	заказ
14951	12	20.38	38%
14952	12	20.38	провала
14953	12	20.38	городки
14954	12	20.38	парки
14955	12	20.38	названы лауреаты
14956	12	20.38	яровая
14957	12	20.38	смоленской области
14958	12	20.38	млн руб за
14959	12	20.39	области локализован
14960	12	20.39	фоменко
14961	12	20.39	культуры"
14962	12	20.39	построят фок
14963	12	20.39	самарской
14964	12	20.39	облдума
14965	12	20.39	ученые обнаружили
14966	12	20.39	могут передать
14967	12	20.39	статистика
14968	12	20.39	фабиус:
14969	12	20.39	"селигере"
14970	12	20.39	усыновлении
14971	12	20.39	суббота
14972	12	20.39	транскам
14973	12	20.39	общественный
14974	12	20.39	г могут
14975	12	20.40	восстановлено после
14976	12	20.40	контрабанду
14977	12	20.40	принципы
14978	12	20.40	настрой
14979	12	20.40	лиссабоне
14980	12	20.40	гособлигации
14981	12	20.40	колумбией
14982	12	20.40	предсезонном турнире
14983	12	20.40	побег
14984	12	20.40	переговорами
14985	12	20.40	те
14986	12	20.40	экс-заммэра
14987	12	20.40	оборудованием
14988	12	20.40	евроинтеграцию
14989	12	20.40	потерпевший
14990	12	20.40	уничтожению
14991	12	20.40	коллекции
14992	12	20.40	избитая
14993	12	20.40	вывезено
14994	12	20.40	километра
14995	12	20.40	на родину
14996	12	20.40	гд поддержал
14997	12	20.40	мировое
14998	12	20.40	россиянку
14999	12	20.40	"баварией"
15000	12	20.40	новой зеландии
15001	12	20.41	параметры
15002	12	20.41	в школах
15003	12	20.41	гибели ребенка
15004	12	20.41	биржи сша закрылись снижением
15005	12	20.41	на старте теннисного
15006	12	20.41	проигрыш
15007	12	20.41	отунбаева:
15008	12	20.41	экс-депутат
15009	12	20.41	коалицию
15010	12	20.41	прямом эфире
15011	12	20.41	клейстерс
15012	12	20.41	ночных
15013	12	20.41	мужу
15014	12	20.41	общественная палата
15015	12	20.41	камеру
15016	12	20.41	воронеж
15017	12	20.41	выборах,
15018	12	20.41	палата
15019	12	20.41	рггу
15020	12	20.41	не ожидал,
15021	12	20.41	хозяев
15022	12	20.41	выиграл бронзу
15023	12	20.41	якунин
15024	12	20.42	англию
15025	12	20.42	олимпийское
15026	12	20.42	предметов
15027	12	20.42	мешать
15028	12	20.42	приезжает
15029	12	20.42	маршала
15030	12	20.42	напряженной
15031	12	20.42	патриарх кирилл:
15032	12	20.42	"партнер"
15033	12	20.42	июль
15034	12	20.42	насилием
15035	12	20.42	арендовал
15036	12	20.42	из-за сообщения
15037	12	20.42	дорогие
15038	12	20.42	роснефтью
15039	12	20.42	гонконг
15040	12	20.42	азии закрылись разнонаправленно
15041	12	20.42	владельцам
15042	12	20.42	нефтепроводе
15043	12	20.42	на новостях
15044	12	20.42	90
15045	12	20.42	девочка,
15046	12	20.43	бурятии,
15047	12	20.43	"формулу-1"
15048	12	20.43	обсудил с
15049	12	20.43	европейской
15050	12	20.43	"беркута"
15051	12	20.43	феор
15052	12	20.43	тыс милиционеров
15053	12	20.43	новак
15054	12	20.43	москве завершится
15055	12	20.43	инфекций
15056	12	20.43	построек
15057	12	20.43	опубликовали
15058	12	20.43	сербский
15059	12	20.43	метрополитена
15060	12	20.43	мальчиков
15061	12	20.43	оснований
15062	12	20.43	ливийские повстанцы
15063	12	20.43	оренбургской области
15064	12	20.43	нормализуется
15065	12	20.44	сохранения
15066	12	20.44	2017
15067	12	20.44	несмотря на
15068	12	20.44	частный
15069	12	20.44	архивные кадры
15070	12	20.44	биография сергея
15071	12	20.44	холеры
15072	12	20.44	назначат
15073	12	20.44	больницы,
15074	12	20.44	проверяет данные
15075	12	20.44	траура
15076	12	20.44	рынком
15077	12	20.44	химкинскому лесу
15078	12	20.44	согласен,
15079	12	20.44	уволит
15080	12	20.44	кредиторов
15081	12	20.44	инициативе
15082	12	20.44	установится
15083	12	20.44	карачи
15084	12	20.45	лучшая
15085	12	20.45	овощебазы
15086	12	20.45	отклонили
15087	12	20.45	30 млрд руб
15088	12	20.45	иванишвили
15089	12	20.45	мчс рф:
15090	12	20.45	перед матчем
15091	12	20.45	инцидентом
15092	12	20.45	наступление
15093	12	20.45	2018
15094	12	20.45	требованию
15095	12	20.45	лекарствах
15096	12	20.45	продолжены
15097	12	20.45	спидом
15098	12	20.45	работающих
15099	12	20.45	мирзаеву
15100	12	20.45	"салавата"
15101	12	20.45	хартум
15102	12	20.45	пермью
15103	12	20.45	похищено
15104	12	20.45	протестует
15105	12	20.45	справедливость
15106	12	20.45	играли
15107	12	20.45	хулиганы
15108	12	20.45	хорошая
15109	12	20.45	присоединилась
15110	12	20.45	mercedes
15111	12	20.45	два жителя
15112	12	20.46	телевизору
15113	12	20.46	отказываться
15114	12	20.46	выбирает
15115	12	20.46	здоровы
15116	12	20.46	обрыва
15117	12	20.46	писателя
15118	12	20.46	полицейскому
15119	12	20.46	надаль
15120	12	20.46	госпитализированных
15121	12	20.46	дипотношений
15122	12	20.46	опасной
15123	12	20.46	складе на
15124	12	20.46	ассанжа
15125	12	20.46	одержала победу
15126	12	20.46	оказание
15127	12	20.46	вице-мэра
15128	12	20.46	кск
15129	12	20.46	4-5
15130	12	20.46	тигипко
15131	12	20.46	туристическая
15132	12	20.46	утвердило
15133	12	20.46	остановит
15134	12	20.46	метрополитен
15135	12	20.46	угрозах
15136	12	20.47	трагедию
15137	12	20.47	хореограф
15138	12	20.47	не комментирует
15139	12	20.47	всм
15140	12	20.47	"тройка"
15141	12	20.47	авиаудар
15142	12	20.47	16.00
15143	12	20.47	защитят
15144	12	20.47	трк
15145	12	20.47	курбан-байрама
15146	12	20.47	ограбление
15147	12	20.47	поставщиков
15148	12	20.47	"евровидение"
15149	12	20.47	показаний
15150	12	20.47	господдержке
15151	12	20.47	по шахматам
15152	12	20.47	радиацией
15153	12	20.47	священников
15154	12	20.47	кинопроката
15155	12	20.47	самый дорогой
15156	12	20.47	наказан
15157	12	20.48	судозавод
15158	12	20.48	съемок
15159	12	20.48	красноярском крае,
15160	12	20.48	подсудимые
15161	12	20.48	парижем
15162	12	20.48	венгрией
15163	12	20.48	вккс
15164	12	20.48	ускорился
15165	12	20.48	прогулки
15166	12	20.48	воюют
15167	12	20.48	пфр:
15168	12	20.48	трудности
15169	12	20.48	сбыт
15170	12	20.48	человек погибли,
15171	12	20.48	разлива
15172	12	20.48	$30 млрд
15173	12	20.48	смартфонов
15174	12	20.48	атор:
15175	12	20.48	липецкой
15176	12	20.48	парома
15177	12	20.48	составом
15178	12	20.48	могут рассмотреть
15179	12	20.49	фгсср
15180	12	20.49	перебоями
15181	12	20.49	более 30 человек
15182	12	20.49	обжаловали
15183	12	20.49	цветами
15184	12	20.49	несанкционированной
15185	12	20.49	более 70%
15186	12	20.49	братья брайан
15187	12	20.49	операциях
15188	12	20.49	собянину
15189	12	20.49	олландом
15190	12	20.49	баке
15191	12	20.49	мусором
15192	12	20.49	второй круг теннисного турнира
15193	12	20.49	покупка
15194	12	20.49	затонувшей "булгарии"
15195	12	20.50	подскочил
15196	12	20.50	"титаника"
15197	12	20.50	сцены
15198	12	20.50	дойдет
15199	12	20.50	шахте,
15200	12	20.50	рф, считают
15201	12	20.50	миллиарды
15202	12	20.50	непогода оставила
15203	12	20.50	работник
15204	12	20.50	хиля
15205	12	20.50	нлмк
15206	12	20.50	обстрелы
15207	12	20.50	рф выделит
15208	12	20.50	50 лет
15209	12	20.50	выиграла турнир
15210	12	20.50	мамы
15211	12	20.50	реформировании
15212	12	20.50	ветеран
15213	12	20.50	благодаря
15214	12	20.50	фашизмом
15215	12	20.50	горевшем
15216	12	20.50	покупатели
15217	12	20.50	генпрокуратуре
15218	12	20.50	днк
15219	12	20.50	генсек:
15220	12	20.50	гранатой
15221	12	20.50	стал известен состав
15222	12	20.51	верховной рады
15223	12	20.51	уличен
15224	12	20.51	.рф
15225	12	20.51	новосибирску
15226	12	20.51	шайба
15227	12	20.51	избирательные
15228	12	20.51	дневник олимпиады,
15229	12	20.51	привлечение
15230	12	20.51	1/4 финала чм
15231	12	20.51	заключенными
15232	12	20.51	манежке
15233	12	20.51	попробует
15234	12	20.51	основные
15235	12	20.51	превратить
15236	12	20.51	уфнс
15237	12	20.51	модернизируют
15238	12	20.51	сообщил, что
15239	12	20.51	31
15240	12	20.51	после инцидента
15241	12	20.51	детьми попал
15242	12	20.51	машинист
15243	12	20.51	агитации
15244	12	20.51	хочет, чтобы
15245	12	20.51	делегацией
15246	12	20.52	фсбр
15247	12	20.52	афганских
15248	12	20.52	поэт
15249	12	20.52	сила
15250	12	20.52	"русал"
15251	12	20.52	день памяти
15252	12	20.52	участием маршрутки
15253	12	20.52	русского
15254	12	20.52	85%
15255	12	20.52	в аварии
15256	12	20.52	пуске
15257	12	20.52	1 декабря
15258	12	20.52	у посольства
15259	12	20.52	microsoft
15260	12	20.52	"арсенале"
15261	12	20.52	культурных
15262	12	20.52	стройкомплекс
15263	12	20.52	переработки
15264	12	20.52	ударят
15265	12	20.52	подозреваемую
15266	12	20.52	отправила
15267	12	20.53	заболеваний
15268	12	20.53	баллона
15269	12	20.53	полосу
15270	12	20.53	пределах
15271	12	20.53	дискуссия
15272	12	20.53	завоевала бронзу
15273	12	20.53	бронзы
15274	12	20.53	пробка
15275	12	20.53	арбитраж рассмотрит иск
15276	12	20.53	в калининграде
15277	12	20.53	90-летием
15278	12	20.53	аварии,
15279	12	20.53	шри-ланке
15280	12	20.53	рф выросли
15281	12	20.53	москве восстановлено
15282	12	20.53	балкона
15283	12	20.53	ужесточит
15284	12	20.53	варшавском
15285	12	20.53	телефона
15286	12	20.53	мясо
15287	12	20.53	подмосковье выросло
15288	12	20.54	фонарный столб
15289	12	20.54	провалился
15290	12	20.54	госсредства
15291	11	20.54	снижает
15292	11	20.54	монумент
15293	11	20.54	гособвинение
15294	11	20.54	конфликты
15295	11	20.54	госрасходов
15296	11	20.54	сдачи
15297	11	20.54	мид франции
15298	11	20.54	торопятся
15299	11	20.54	приспособят
15300	11	20.54	американским
15301	11	20.54	европейцы
15302	11	20.54	небом
15303	11	20.54	аномальная жара
15304	11	20.54	юрмале
15305	11	20.54	ливану
15306	11	20.54	средиземном море
15307	11	20.54	самая дорогая квартира
15308	11	20.54	красноармейске
15309	11	20.54	ветерана
15310	11	20.54	vi
15311	11	20.54	о санкциях
15312	11	20.54	соловьев
15313	11	20.55	россиян нет
15314	11	20.55	москва будет
15315	11	20.55	строительством
15316	11	20.55	два самолета
15317	11	20.55	молодежная сборная
15318	11	20.55	польского
15319	11	20.55	итоги недели:
15320	11	20.55	пролив
15321	11	20.55	таджикистаном
15322	11	20.55	эмоции
15323	11	20.55	обрушении
15324	11	20.55	баллов
15325	11	20.55	эрдогана
15326	11	20.55	журналистка
15327	11	20.55	прошлом году
15328	11	20.55	повысила
15329	11	20.55	лишила
15330	11	20.55	jekaterina
15331	11	20.55	магнитогорске
15332	11	20.55	предупреждает об угрозе
15333	11	20.55	250
15334	11	20.55	запуску
15335	11	20.56	медоборудования
15336	11	20.56	мексикой
15337	11	20.56	поступает
15338	11	20.56	дружбе
15339	11	20.56	омских
15340	11	20.56	fis
15341	11	20.56	браконьерство
15342	11	20.56	более 90
15343	11	20.56	довольна
15344	11	20.56	капремонт жилья
15345	11	20.56	редакция "культура" планирует освещать
15346	11	20.56	иномарка упала
15347	11	20.56	коми,
15348	11	20.56	возобновлена
15349	11	20.56	сообщения,
15350	11	20.56	играх-2010
15351	11	20.56	две женщины
15352	11	20.56	авианосец
15353	11	20.56	горячей воды
15354	11	20.56	ограничению
15355	11	20.56	москве ограничат
15356	11	20.56	объективным
15357	11	20.56	2013"
15358	11	20.56	минрегион:
15359	11	20.56	ислама
15360	11	20.56	заявляют, что
15361	11	20.56	окружения
15362	11	20.57	увезли
15363	11	20.57	разработана
15364	11	20.57	кониной
15365	11	20.57	"кировлеса"
15366	11	20.57	латвию
15367	11	20.57	не признал
15368	11	20.57	фашизма
15369	11	20.57	расследование дела
15370	11	20.57	дворе
15371	11	20.57	утечку
15372	11	20.57	к участию
15373	11	20.57	ударил
15374	11	20.57	трубопровода
15375	11	20.57	оркестр
15376	11	20.57	экологический
15377	11	20.57	запланировано
15378	11	20.57	приморья:
15379	11	20.57	бомбами
15380	11	20.57	тыс кв метров
15381	11	20.57	рубль укрепился
15382	11	20.57	приблизилось
15383	11	20.57	ddos-атаки
15384	11	20.57	1,7
15385	11	20.57	дружбы
15386	11	20.58	думский
15387	11	20.58	выполнить
15388	11	20.58	горняка
15389	11	20.58	тоннеле
15390	11	20.58	экономисты
15391	11	20.58	4 дня
15392	11	20.58	радиацию
15393	11	20.58	моделей
15394	11	20.58	объединении
15395	11	20.58	обладателем
15396	11	20.58	предмета
15397	11	20.58	селей
15398	11	20.58	доступны
15399	11	20.58	торговых
15400	11	20.58	посадят
15401	11	20.58	подходит
15402	11	20.58	жертв катастрофы
15403	11	20.58	звездном городке
15404	11	20.58	фотокора стенина
15405	11	20.58	выиграла серебро
15406	11	20.58	литвин:
15407	11	20.58	масленица
15408	11	20.58	медведи
15409	11	20.58	иванович
15410	11	20.59	3,6%
15411	11	20.59	везут
15412	11	20.59	просрочки
15413	11	20.59	заложили
15414	11	20.59	приземлился
15415	11	20.59	"система"
15416	11	20.59	государственности
15417	11	20.59	партиях
15418	11	20.59	одержал первую победу
15419	11	20.59	спортивных
15420	11	20.59	под краснодаром
15421	11	20.59	госзаказа
15422	11	20.59	госдепе
15423	11	20.59	повредили
15424	11	20.59	завершила выступление
15425	11	20.59	ленинградской области
15426	11	20.59	православной
15427	11	20.59	двух районах
15428	11	20.59	аппаратов
15429	11	20.59	баскетбольный
15430	11	20.60	артобстрела
15431	11	20.60	оставят
15432	11	20.60	призовет
15433	11	20.60	кержаков
15434	11	20.60	финале чр
15435	11	20.60	справились
15436	11	20.60	необходима
15437	11	20.60	краснодарский
15438	11	20.60	исключат
15439	11	20.60	фасад
15440	11	20.60	тушении
15441	11	20.60	мосты
15442	11	20.60	начато
15443	11	20.60	алханов
15444	11	20.60	амурские
15445	11	20.60	дым отечества.
15446	11	20.60	кабмин одобрил
15447	11	20.60	предстанет
15448	11	20.60	просит путина
15449	11	20.60	"городе
15450	11	20.60	распродаж
15451	11	20.60	бухаресте
15452	11	20.60	усиливают
15453	11	20.60	эффект
15454	11	20.60	млн пассажиров
15455	11	20.60	нижнем тагиле
15456	11	20.60	назначению
15457	11	20.60	"салават"
15458	11	20.60	- премьер
15459	11	20.61	менингитом
15460	11	20.61	присутствия
15461	11	20.61	приют
15462	11	20.61	малому бизнесу
15463	11	20.61	выжили
15464	11	20.61	гарантий
15465	11	20.61	глава минэнерго
15466	11	20.61	открылись ростом индексов
15467	11	20.61	ульяновск
15468	11	20.61	падать
15469	11	20.61	коммерческом подкупе
15470	11	20.61	совдира
15471	11	20.61	расселят
15472	11	20.61	аварийность
15473	11	20.61	рябков: рф
15474	11	20.61	москва выставила
15475	11	20.61	вратарь фк
15476	11	20.61	приостановят
15477	11	20.61	топ-менеджеров
15478	11	20.61	настроены
15479	11	20.61	элисте
15480	11	20.61	сирийская оппозиция
15481	11	20.61	6 млн руб
15482	11	20.61	флориде
15483	11	20.61	5-6%
15484	11	20.62	исландского
15485	11	20.62	отправке
15486	11	20.62	весны"
15487	11	20.62	нальчикский
15488	11	20.62	выставкой
15489	11	20.62	застройщика
15490	11	20.62	убийце
15491	11	20.62	животными
15492	11	20.62	троицке
15493	11	20.62	выводами
15494	11	20.62	объявление
15495	11	20.62	поэта
15496	11	20.62	в горном алтае
15497	11	20.62	итогами
15498	11	20.62	пакистане стали
15499	11	20.62	нападающего
15500	11	20.62	оренбургский
15501	11	20.62	гей-парад
15502	11	20.62	царском селе
15503	11	20.62	рядах
15504	11	20.62	в казахстане
15505	11	20.63	считают аналитики
15506	11	20.63	женской
15507	11	20.63	юрлицам
15508	11	20.63	реформах
15509	11	20.63	юноши
15510	11	20.63	полыхают
15511	11	20.63	двойного теракта
15512	11	20.63	вызывают
15513	11	20.63	"чикаго"
15514	11	20.63	могут подписать
15515	11	20.63	москву-реку
15516	11	20.63	созданием
15517	11	20.63	рф, считает
15518	11	20.63	изменили
15519	11	20.63	маршрутка попала
15520	11	20.63	эксперты обсудят
15521	11	20.63	инфраструктура
15522	11	20.63	родственникам
15523	11	20.63	международным
15524	11	20.63	рассмотрении
15525	11	20.63	7 млн руб
15526	11	20.63	реальный
15527	11	20.64	выдвинет
15528	11	20.64	неудач
15529	11	20.64	роддома
15530	11	20.64	при чс
15531	11	20.64	опыта
15532	11	20.64	археологи нашли
15533	11	20.64	минкультуры:
15534	11	20.64	попова
15535	11	20.64	граната взорвалась
15536	11	20.64	"ювентус"
15537	11	20.64	амстердама
15538	11	20.64	продукцией
15539	11	20.64	организовали
15540	11	20.64	окончательно
15541	11	20.64	семьи"
15542	11	20.64	кластер
15543	11	20.64	ск рф возбудил
15544	11	20.64	20 млрд руб
15545	11	20.64	агентств
15546	11	20.64	раньше срока
15547	11	20.64	скорой
15548	11	20.64	ограничил
15549	11	20.64	геев
15550	11	20.64	неизвестные похитили
15551	11	20.64	королева
15552	11	20.65	неожиданно
15553	11	20.65	паромов между сахалином
15554	11	20.65	кокаин
15555	11	20.65	подрыве
15556	11	20.65	оплатят
15557	11	20.65	ренци:
15558	11	20.65	писать
15559	11	20.65	пойдут под суд
15560	11	20.65	таллин
15561	11	20.65	пообещала
15562	11	20.65	активизировался
15563	11	20.65	23 февраля
15564	11	20.65	ресурсы
15565	11	20.65	антоновой
15566	11	20.65	болезнями
15567	11	20.65	северо-запад
15568	11	20.65	показать
15569	11	20.65	побережья
15570	11	20.65	омск
15571	11	20.65	фондов
15572	11	20.65	жертв аварии
15573	11	20.65	обед
15574	11	20.65	перекрыли
15575	11	20.65	выше, чем
15576	11	20.65	югу
15577	11	20.65	публики
15578	11	20.65	нострой
15579	11	20.65	межсезонье
15580	11	20.65	кремлем
15581	11	20.66	новости: главные ожидаемые события
15582	11	20.66	самолета,
15583	11	20.66	сми: власти
15584	11	20.66	облигациям
15585	11	20.66	шестом
15586	11	20.66	переходом
15587	11	20.66	мин
15588	11	20.66	кольца
15589	11	20.66	кинологи
15590	11	20.66	гаражах
15591	11	20.66	за то,
15592	11	20.66	сурков
15593	11	20.66	троллейбусы
15594	11	20.66	передан
15595	11	20.66	рабочий погиб
15596	11	20.66	мести
15597	11	20.66	надвигается
15598	11	20.66	вселенной
15599	11	20.66	военных,
15600	11	20.66	двое мужчин
15601	11	20.66	горы
15602	11	20.66	нормандии
15603	11	20.66	ранений
15604	11	20.66	госгранице
15605	11	20.66	груди
15606	11	20.66	серии а
15607	11	20.67	отчитался
15608	11	20.67	возобновилась
15609	11	20.67	зарубежья
15610	11	20.67	католической
15611	11	20.67	пособий
15612	11	20.67	богатых
15613	11	20.67	избиением
15614	11	20.67	общем
15615	11	20.67	следствие:
15616	11	20.67	собрания
15617	11	20.67	превышает
15618	11	20.67	ситуации вокруг
15619	11	20.67	котельной
15620	11	20.67	тысячам
15621	11	20.67	автобус с детьми
15622	11	20.67	17.00
15623	11	20.67	новороссии
15624	11	20.67	детройте
15625	11	20.67	городской
15626	11	20.67	здоровью
15627	11	20.67	мальчик,
15628	11	20.67	тулузы
15629	11	20.67	морские
15630	11	20.67	размещены
15631	11	20.68	делу о взятке
15632	11	20.68	итальянских
15633	11	20.68	превысили
15634	11	20.68	6-8
15635	11	20.68	футбольная
15636	11	20.68	генменеджер
15637	11	20.68	театральный гид по петербургу.
15638	11	20.68	итогов выборов
15639	11	20.68	чехова
15640	11	20.68	46%
15641	11	20.68	школой
15642	11	20.68	оружии
15643	11	20.68	доказали,
15644	11	20.68	футболу-2010
15645	11	20.68	крымские
15646	11	20.68	кв м жилья
15647	11	20.68	хк "сибирь"
15648	11	20.68	йемене,
15649	11	20.68	путин и
15650	11	20.68	вторжения
15651	11	20.68	места аварии
15652	11	20.68	на заявлениях
15653	11	20.69	позитивных
15654	11	20.69	митингами
15655	11	20.69	костромской области
15656	11	20.69	заплатил
15657	11	20.69	афганистан:
15658	11	20.69	организацией
15659	11	20.69	полудню
15660	11	20.69	немецких
15661	11	20.69	батуриной
15662	11	20.69	занятости
15663	11	20.69	наставника
15664	11	20.69	мотоцикл
15665	11	20.69	застрахован
15666	11	20.69	конвенцию
15667	11	20.69	проживание
15668	11	20.69	может вложить
15669	11	20.69	щербаня
15670	11	20.69	поборются за
15671	11	20.69	альянс
15672	11	20.69	профилактику
15673	11	20.69	сотовые
15674	11	20.69	гранаткина
15675	11	20.69	поделили
15676	11	20.70	вышла в финал
15677	11	20.70	кучерена
15678	11	20.70	привлекли
15679	11	20.70	вердикта
15680	11	20.70	"мистралю"
15681	11	20.70	события южного и северо-кавказского федеральных округов
15682	11	20.70	онф:
15683	11	20.70	справедливым
15684	11	20.70	москвы ликвидирован
15685	11	20.70	педофил
15686	11	20.70	ранено
15687	11	20.70	избрание
15688	11	20.70	почве
15689	11	20.70	доставку
15690	11	20.70	коусейру
15691	11	20.70	дмитровском
15692	11	20.70	партнера
15693	11	20.70	лидеру
15694	11	20.70	смагин
15695	11	20.70	биржи сша закрылись разнонаправленно
15696	11	20.71	голодовки
15697	11	20.71	полосы
15698	11	20.71	футбольном матче
15699	11	20.71	давности
15700	11	20.71	"аль-каида"
15701	11	20.71	легендарного
15702	11	20.71	строительные
15703	11	20.71	"хрониках рацимора"
15704	11	20.71	вспомнят
15705	11	20.71	уругвай
15706	11	20.71	француженка
15707	11	20.71	британка
15708	11	20.71	доставки
15709	11	20.71	гд одобрил
15710	11	20.71	грузом
15711	11	20.71	проверках
15712	11	20.71	индонезия
15713	11	20.71	"федерации"
15714	11	20.71	красный
15715	11	20.71	допрашивает
15716	11	20.71	ес обсудят
15717	11	20.71	сми,
15718	11	20.71	аппарата
15719	11	20.71	мособлдума
15720	11	20.71	невиновность
15721	11	20.72	предупредили
15722	11	20.72	маловероятен
15723	11	20.72	омбудсмен:
15724	11	20.72	области из-за
15725	11	20.72	"коломенском"
15726	11	20.72	покидает пост
15727	11	20.72	приостановка
15728	11	20.72	диалог"
15729	11	20.72	братьев
15730	11	20.72	белый
15731	11	20.72	хакеры из
15732	11	20.72	200-метровке
15733	11	20.72	сейм
15734	11	20.72	малый бизнес
15735	11	20.72	браконьерами
15736	11	20.72	мемфисе
15737	11	20.72	извинений
15738	11	20.72	хранилище
15739	11	20.72	заповедников
15740	11	20.72	нашла бомбу
